-0.32426,2368.0,3736.6
-0.26545,2838.4,2774.3
-0.24574,2343.5,3305.1
-0.23269,2334.6,3599.7
-0.21924,2249.5,3319.8
-0.20351,1552.1,3662.5
-0.19705,2721.3,2448.7
-0.19198,2483.8,3415.8
-0.18454,2120.0,3065.5
-0.18047,1763.3,3033.8
-0.17492,2853.4,2840.8
-0.17108,1942.2,2661.1
-0.16754,3245.1,3124.6
-0.16426,2722.9,4035.6
-0.16008,2040.5,3568.8
-0.15753,2424.2,3506.6
-0.154,2086.0,4377.6
-0.15143,2837.1,3633.1
-0.14855,2873.2,3578.2
-0.14674,2662.6,3571.0
-0.14475,2449.4,2908.4
-0.14368,3085.0,2689.1
-0.14182,2360.9,3793.4
-0.13884,2489.7,2987.1
-0.13621,2187.5,3573.2
-0.13389,3089.6,3259.6
-0.13192,2237.0,3993.1
-0.12907,2155.3,3476.0
-0.1279,2847.4,3947.4
-0.12683,2453.4,2748.3
-0.12526,2974.6,3267.6
-0.12376,3548.2,3517.5
-0.12209,2546.7,4107.3
-0.12049,2683.7,4125.2
-0.11934,1602.5,3651.4
-0.11844,2259.3,4409.5
-0.11589,3192.3,3561.6
-0.1146,2813.7,3763.8
-0.11348,2285.8,3607.2
-0.11212,2826.7,2104.2
-0.11085,2119.5,3986.7
-0.10861,2502.5,3230.2
-0.10695,2876.1,3669.7
-0.10543,2880.5,3696.8
-0.104,2155.2,3855.8
-0.1026,2156.3,2689.7
-0.10112,2380.2,3523.7
-0.099714,2761.8,2787.8
-0.097556,2559.7,3821.6
-0.096342,2926.6,3378.8
-0.095122,2145.1,3480.9
-0.094206,2699.1,3346.8
-0.092741,3038.3,3707.6
-0.091353,2937.1,4092.7
-0.090079,3103.3,3634.9
-0.088718,3055.8,3027.2
-0.086918,3114.1,3777.6
-0.084942,2587.7,3923.7
-0.084026,2670.5,4252.7
-0.082659,3197.9,3999.1
-0.081708,3497.0,4349.4
-0.0808,3081.1,3332.2
-0.079506,2886.1,3765.6
-0.078407,2291.5,2660.4
-0.077383,2473.2,3571.9
-0.076225,2786.2,3095.5
-0.074884,3792.6,4335.0
-0.074056,3086.9,3725.8
-0.073545,2457.3,3409.0
-0.073042,2749.8,2930.5
-0.072106,2594.2,3454.1
-0.071053,2608.0,3902.3
-0.070225,2362.8,2912.2
-0.069014,3526.4,3655.0
-0.068154,2137.6,4253.0
-0.067213,3217.0,4252.5
-0.065974,2338.8,3570.3
-0.065139,2326.0,3504.2
-0.064295,3330.4,3657.6
-0.063529,2999.8,3291.8
-0.062851,2459.3,3588.4
-0.06195,2484.2,4190.1
-0.06123,2695.1,3547.2
-0.060733,2390.4,3223.4
-0.060143,2809.7,3204.4
-0.059209,2753.1,3333.8
-0.058671,3382.3,3438.3
-0.057321,2327.0,2916.4
-0.056798,2188.4,3477.5
-0.056336,3147.6,3850.0
-0.055478,2615.2,3331.3
-0.054583,2922.6,3727.3
-0.05355,2622.4,2895.1
-0.053003,2138.2,3404.1
-0.050896,2791.3,3360.8
-0.04979,2226.6,2892.7
-0.04893,3069.4,3053.4
-0.047789,2274.2,3610.8
-0.046663,1840.0,2595.7
-0.045904,2757.0,2986.6
-0.045135,1762.3,3294.5
-0.043553,2583.6,2943.5
-0.042725,1629.1,3152.5
-0.042304,2442.1,2623.5
-0.04127,2447.6,2548.7
-0.040549,1967.7,3040.4
-0.039833,2264.0,2366.4
-0.038881,2085.1,3008.9
-0.037988,2349.1,2093.4
-0.037353,2204.2,2337.0
-0.036173,1986.6,2360.6
-0.035261,1899.5,2561.7
-0.034202,1847.5,2803.5
-0.033303,1663.9,2213.4
-0.032525,1723.8,2454.8
-0.031423,1753.6,2271.5
-0.030343,1521.0,1844.0
-0.029526,1294.2,1840.0
-0.028747,1498.3,1881.0
-0.028023,1600.1,1987.6
-0.027188,1195.7,1598.4
-0.026215,964.06,1720.6
-0.025039,1894.7,1953.6
-0.024294,1464.9,1613.7
-0.023323,831.05,1830.7
-0.022371,1140.3,1494.1
-0.021642,958.0,1374.8
-0.020732,1043.6,959.46
-0.02001,797.74,1065.7
-0.018752,1014.6,1051.6
-0.017498,847.17,882.02
-0.016864,885.79,660.93
-0.015667,676.03,591.84
-0.014432,597.36,567.97
-0.013549,468.3,628.95
-0.012608,506.7,522.05
-0.01134,496.23,326.72
-0.010403,298.71,277.64
-0.0096371,223.49,189.72
-0.009056,202.67,142.39
-0.0084251,157.76,81.302
-0.008075,164.76,57.783
-0.0074295,106.86,-13.069
-0.0066739,60.986,-118.13
-0.0058269,1.6438,-152.77
-0.0049224,-67.164,-315.41
-0.0038872,-153.5,-368.29
-0.0029276,-182.58,-476.34
-0.0020732,-338.04,-476.65
-0.0013424,-324.75,-592.52
-0.00071451,-404.34,-845.33
-9.4255e-05,-500.0,-811.53
0.00076702,-423.05,-995.26
0.0016361,-589.63,-888.14
0.0022926,-312.47,-1020.7
0.0030633,-479.35,-987.71
0.0040071,-816.92,-1061.2
0.0050438,-647.39,-1095.3
0.0057176,-788.42,-1335.8
0.0061744,-832.23,-1584.5
0.0067248,-1112.9,-1585.2
0.0076811,-1075.0,-1144.6
0.0087249,-1259.1,-1641.6
0.0097109,-910.45,-1635.8
0.010311,-1031.1,-1896.5
0.011815,-1209.0,-2369.3
0.012893,-955.53,-1892.7
0.013958,-1170.1,-2454.1
0.014751,-1279.9,-1832.3
0.016138,-1117.4,-2402.6
0.016878,-1594.4,-1688.5
0.017707,-1615.7,-2240.7
0.018531,-963.59,-2539.5
0.019333,-2017.6,-1971.1
0.020186,-2091.3,-2310.2
0.020998,-2468.6,-2320.2
0.021586,-1302.7,-2793.3
0.022596,-1779.5,-2552.8
0.023354,-1448.2,-2167.8
0.023963,-1333.4,-2589.5
0.024649,-2059.5,-2579.9
0.025556,-2227.7,-2961.2
0.026445,-1777.8,-3583.8
0.027167,-2411.7,-2705.0
0.028173,-2103.3,-3560.0
0.029379,-2168.4,-3272.6
0.030086,-2156.8,-3106.8
0.030793,-2737.7,-2914.5
0.032167,-2265.2,-2575.3
0.032742,-1618.1,-2907.0
0.03342,-1831.5,-3315.4
0.034945,-1830.2,-3296.7
0.036746,-2223.5,-3242.3
0.037799,-2924.0,-2632.2
0.038573,-2193.5,-3322.7
0.039307,-1640.8,-3480.7
0.040093,-1971.0,-3120.9
0.040841,-1763.9,-3950.8
0.041611,-3011.8,-3548.9
0.042402,-2488.7,-2868.7
0.043109,-1480.5,-2264.2
0.044259,-2494.8,-3372.0
0.045042,-1781.4,-3210.4
0.046141,-2189.4,-2295.5
0.046678,-2164.5,-2644.4
0.048387,-2266.3,-3102.2
0.04935,-2810.5,-3644.8
0.050755,-2238.1,-2600.2
0.051461,-3197.3,-3146.7
0.05209,-2634.1,-3588.1
0.053029,-2342.6,-3664.8
0.054258,-3253.6,-3252.4
0.054687,-1734.4,-3443.0
0.056153,-2496.3,-3387.8
0.057279,-3161.0,-3916.1
0.058133,-2076.1,-2903.8
0.058902,-2592.2,-2765.0
0.05979,-2160.1,-3695.9
0.060694,-3112.6,-3020.0
0.062135,-3842.9,-3146.3
0.062914,-2461.3,-3376.6
0.064167,-3176.3,-3478.2
0.064936,-3089.6,-3411.2
0.065406,-1985.0,-3772.8
0.066513,-3320.2,-3283.8
0.067519,-2837.3,-3669.6
0.06891,-2516.8,-2874.2
0.070522,-3043.8,-2866.4
0.071603,-3213.7,-3555.2
0.072881,-2800.1,-2931.8
0.074038,-1105.7,-2634.9
0.075962,-2653.1,-2736.2
0.076729,-1857.1,-2725.5
0.077795,-2311.5,-3445.2
0.079024,-2521.5,-2731.5
0.080352,-2761.8,-3018.1
0.081589,-1915.2,-3743.9
0.082421,-2553.1,-2893.9
0.083858,-2553.6,-2766.7
0.084871,-2290.4,-3674.8
0.086062,-2133.0,-3820.0
0.087396,-2282.2,-3087.5
0.088298,-2585.0,-2555.9
0.089613,-2540.6,-3008.7
0.090371,-2369.3,-2754.3
0.09124,-2428.3,-3277.6
0.092435,-3628.2,-2609.9
0.093302,-2117.6,-3216.4
0.094336,-1754.4,-3499.9
0.096422,-2683.8,-3220.0
0.098038,-2199.1,-2410.9
0.099438,-1937.8,-2892.9
0.1007,-2892.9,-3469.5
0.10235,-1930.2,-3141.5
0.10386,-2342.1,-3008.3
0.10529,-2781.2,-2610.1
0.10779,-3033.1,-3102.9
0.1089,-1704.0,-2125.4
0.11064,-2230.7,-2793.3
0.11312,-2965.0,-2512.1
0.11487,-1993.1,-3174.5
0.11582,-2200.8,-2407.0
0.11827,-2165.3,-3192.2
0.11906,-2024.5,-2772.0
0.12245,-2925.4,-2802.2
0.12358,-2173.5,-3559.4
0.12478,-2504.4,-2640.0
0.12655,-2265.2,-2463.7
0.1284,-2869.4,-2166.5
0.13007,-2453.4,-2662.8
0.13186,-2369.8,-2530.8
0.13291,-2201.0,-3056.9
0.13506,-2455.5,-2504.0
0.13687,-2640.0,-3331.2
0.13892,-2191.5,-3585.6
0.14248,-1653.8,-2336.8
0.14364,-2034.4,-2515.1
0.14477,-2322.5,-2757.0
0.14588,-1917.7,-2505.9
0.14831,-2474.8,-2591.5
0.15307,-3137.9,-2665.6
0.15532,-2430.5,-1930.5
0.15893,-2187.9,-2101.3
0.16122,-2769.3,-2906.5
0.16297,-2574.1,-1923.5
0.16536,-2281.0,-2232.7
0.16814,-2502.4,-2363.5
0.17053,-1793.1,-2921.5
0.17536,-2029.0,-2013.5
0.17714,-1958.8,-1553.9
0.18261,-1325.9,-2628.7
0.18729,-1889.2,-2580.7
0.19268,-2353.9,-2195.4
0.1993,-1467.7,-2298.9
0.20578,-2235.2,-2369.8
0.21474,-2362.5,-2294.3
0.22423,-1857.6,-1915.5
0.23642,-2380.5,-2316.2
0.25549,-2025.6,-1659.8
0.27437,-2284.4,-2458.9
